ID,Gender,Age,Race_Ethnicity,Religion,Continent,Education,Experience_Years,Interview_Score,Technical_Score,Communication_Score,Fair_Score,Biased_Score,Selected_Fair,Selected
6227,Male,40,White,Christian,Africa,High School,3.5,63.7,69.5,72.3,0.3738,0.2692,0,0
6228,Non-Binary,27,White,Muslim,Asia,Master,8.8,54.7,61.2,75.3,0.5464,0.3587,0,0
6229,Female,21,Asian,Christian,Asia,Bachelor,1.5,60.5,68.4,55.4,0.4076,0.2698,0,0
6230,Male,45,White,Muslim,Asia,PhD,6.2,58.8,69.2,74.5,0.6375,0.3681,1,0
6231,Female,43,Hispanic,Muslim,Africa,High School,5.4,81.2,100.0,71.3,0.5147,0.253,0,0
6232,Female,22,Black,Jewish,North America,High School,5.6,79.7,90.1,70.5,0.485,0.2702,0,0
6233,Female,41,White,Unaffiliated,Asia,Bachelor,9.0,62.8,77.0,54.4,0.5013,0.3832,0,0
6234,Male,46,Asian,Muslim,Asia,Bachelor,2.6,95.1,61.0,67.8,0.4978,0.2761,0,0
6235,Male,29,White,Christian,South America,PhD,5.3,64.5,67.2,38.7,0.5935,0.5681,0,1
6236,Female,32,White,Christian,North America,Bachelor,2.1,49.4,83.2,57.5,0.4282,0.3793,0,0
6237,Female,52,White,Hindu,Asia,Master,10.5,86.5,63.5,56.2,0.6219,0.3849,1,0
6238,Female,45,White,Unaffiliated,Europe,High School,1.8,62.4,48.7,77.7,0.3063,0.2528,0,0
6239,Female,25,White,Jewish,Africa,PhD,2.3,64.5,77.8,59.9,0.6222,0.4448,1,0
6240,Female,26,Black,Christian,North America,Master,8.5,72.2,69.9,61.9,0.5935,0.415,0,0
6241,Female,30,White,Unaffiliated,Africa,PhD,4.7,70.8,66.4,67.1,0.637,0.4276,1,0
6242,Male,35,Black,Jewish,North America,Bachelor,3.8,40.2,80.9,60.9,0.4186,0.3163,0,0
6243,Female,38,White,Christian,Europe,Bachelor,0.8,86.4,65.7,67.6,0.473,0.426,0,0
6244,Female,21,Other,Hindu,North America,Master,3.1,84.1,69.5,91.7,0.6113,0.4181,1,0
6245,Female,26,White,Christian,South America,Bachelor,12.0,58.4,74.6,68.4,0.5279,0.4442,0,0
6246,Female,21,Black,Muslim,Asia,High School,2.7,89.2,72.9,93.6,0.4652,0.2232,0,0
6247,Male,40,Hispanic,Christian,Europe,PhD,5.1,50.4,51.3,75.2,0.5597,0.4625,0,0
6248,Female,33,White,Christian,Europe,Bachelor,1.0,49.6,73.5,68.9,0.4071,0.3661,0,0
6249,Female,30,White,Jewish,Africa,High School,1.4,86.3,69.8,86.8,0.4298,0.2891,0,0
6250,Male,28,White,Buddhist,Europe,Bachelor,9.7,71.7,70.6,92.2,0.5593,0.5342,0,1
6251,Male,31,White,Christian,North America,Master,7.7,69.9,93.0,47.1,0.6247,0.6218,1,1
6252,Male,37,White,Christian,Asia,Bachelor,5.5,83.2,50.1,79.3,0.4791,0.4184,0,0
6253,Male,21,Black,Christian,Africa,Bachelor,5.6,62.7,79.5,59.7,0.4845,0.2782,0,0
6254,Male,25,White,Buddhist,South America,Bachelor,4.9,72.4,84.4,72.3,0.5311,0.4343,0,0
6255,Male,22,White,Christian,North America,Master,3.4,64.4,98.8,63.4,0.6093,0.6157,1,1
6256,Female,21,White,Buddhist,Asia,Bachelor,1.8,60.4,88.1,52.3,0.4593,0.3365,0,0
6257,Female,50,Asian,Unaffiliated,Europe,Master,6.4,96.7,60.3,72.1,0.6221,0.4256,1,0
6258,Female,39,White,Muslim,Asia,Bachelor,1.4,67.6,69.8,66.5,0.4418,0.2708,0,0
6259,Female,24,White,Christian,Asia,Bachelor,4.0,81.1,88.9,66.8,0.5498,0.4012,0,0
6260,Male,35,White,Christian,Asia,High School,3.1,76.7,100.0,71.7,0.4839,0.4036,0,0
6261,Male,21,White,Christian,Europe,Master,1.3,73.9,49.2,76.7,0.4969,0.4701,0,0
6262,Female,38,Black,Christian,Africa,Master,4.8,62.0,71.5,48.8,0.5238,0.266,0,0
6263,Male,57,Hispanic,Buddhist,Asia,Bachelor,1.8,71.0,100.0,65.0,0.5334,0.3084,0,0
6264,Non-Binary,42,Black,Christian,South America,Master,4.2,77.5,100.0,60.0,0.6476,0.4047,1,0
6265,Female,21,Black,Christian,North America,Bachelor,13.9,80.4,38.9,68.2,0.5021,0.3156,0,0
6266,Female,21,Other,Muslim,South America,Bachelor,1.7,80.6,87.8,72.6,0.5326,0.2479,0,0
6267,Non-Binary,21,White,Unaffiliated,Asia,Bachelor,4.3,63.9,100.0,67.1,0.5406,0.4194,0,0
6268,Male,28,White,Christian,North America,High School,2.0,48.1,80.3,56.0,0.3311,0.3327,0,0
6269,Male,32,White,Jewish,North America,Master,9.7,58.8,79.2,72.6,0.6097,0.589,1,1
6270,Female,47,White,Muslim,North America,Bachelor,9.2,49.3,92.8,61.3,0.5212,0.3282,0,0
6271,Male,21,White,Hindu,South America,Master,4.6,68.2,66.7,74.2,0.5561,0.4176,0,0
6272,Female,33,White,Unaffiliated,Africa,Master,4.4,71.9,62.8,84.6,0.5659,0.3766,0,0
6273,Male,21,White,Christian,Africa,Master,9.6,81.6,51.5,67.0,0.583,0.4462,0,0
6274,Female,22,White,Muslim,Asia,Bachelor,5.4,63.1,81.8,54.4,0.4833,0.2984,0,0
6275,Female,21,Asian,Jewish,Asia,Master,1.4,80.2,79.0,37.4,0.5446,0.3148,0,0
6276,Female,21,Other,Unaffiliated,Asia,Master,3.5,75.8,51.1,80.5,0.5308,0.3381,0,0
6277,Male,40,White,Christian,Africa,Bachelor,2.4,69.5,94.4,78.6,0.5368,0.4284,0,0
6278,Male,26,Asian,Christian,North America,Bachelor,3.5,54.3,70.2,66.5,0.4287,0.4049,0,0
6279,Female,34,Asian,Christian,Oceania,High School,4.4,77.5,87.7,74.0,0.4669,0.3685,0,0
6280,Male,21,Other,Buddhist,North America,Bachelor,8.4,82.5,66.1,58.4,0.52,0.4128,0,0
6281,Female,44,White,Unaffiliated,Asia,Bachelor,1.9,54.3,55.7,68.3,0.3777,0.2539,0,0
6282,Female,23,Hispanic,Muslim,South America,Bachelor,2.0,69.5,51.0,63.1,0.3968,0.1895,0,0
6283,Female,44,White,Christian,Africa,PhD,4.1,61.3,84.3,66.1,0.6554,0.4713,1,0
6284,Female,43,Black,Christian,Europe,Bachelor,2.4,51.3,93.5,72.5,0.4821,0.3296,0,0
6285,Male,35,Hispanic,Hindu,Africa,Bachelor,3.3,85.0,40.5,64.8,0.4201,0.2495,0,0
6286,Female,36,Hispanic,Unaffiliated,South America,Master,7.7,61.7,56.8,52.4,0.5135,0.3331,0,0
6287,Female,22,White,Buddhist,Africa,Bachelor,10.0,80.2,83.2,77.2,0.5981,0.3957,1,0
6288,Male,21,Asian,Buddhist,South America,Master,5.2,63.9,84.2,65.7,0.5874,0.4065,0,0
6289,Non-Binary,34,White,Christian,Asia,Bachelor,9.1,81.9,68.4,64.1,0.538,0.4202,0,0
6290,Male,35,White,Unaffiliated,North America,High School,4.0,75.6,68.5,46.7,0.3728,0.3757,0,0
6291,Male,29,White,Buddhist,Africa,PhD,6.2,86.9,75.1,67.9,0.7143,0.5467,1,1
6292,Male,24,Asian,Christian,North America,Master,6.4,71.0,57.6,72.3,0.5519,0.4848,0,1
6293,Female,24,Other,Jewish,Europe,Bachelor,0.8,63.6,85.3,100.0,0.5104,0.357,0,0
6294,Male,21,Hispanic,Christian,South America,Master,8.5,78.5,56.5,75.7,0.5901,0.3863,0,0
6295,Female,42,White,Hindu,Asia,Master,4.4,53.8,74.0,63.9,0.5258,0.386,0,0
6296,Female,26,White,Unaffiliated,North America,Master,3.5,100.0,42.2,72.6,0.5564,0.5045,0,1
6297,Male,23,White,Christian,North America,Bachelor,8.3,51.7,71.5,68.9,0.4711,0.4472,0,0
6298,Male,39,White,Buddhist,North America,Bachelor,4.1,51.1,58.1,79.3,0.4095,0.3931,0,0
6299,Female,27,White,Muslim,North America,Bachelor,2.7,61.6,90.7,57.2,0.4834,0.3713,0,0
6300,Male,27,White,Unaffiliated,Europe,Master,2.6,70.4,75.7,85.9,0.5828,0.5491,0,1
6301,Female,44,White,Christian,South America,Bachelor,2.7,62.1,58.3,60.7,0.4015,0.2817,0,0
6302,Male,21,Asian,Hindu,Europe,Bachelor,8.1,81.3,62.2,62.3,0.5088,0.4078,0,0
6303,Male,22,Black,Christian,North America,Bachelor,4.3,73.7,64.8,79.2,0.4847,0.3535,0,0
6304,Female,21,Hispanic,Christian,Europe,PhD,4.8,66.6,66.3,67.2,0.6274,0.4389,1,0
6305,Male,32,White,Christian,Oceania,Master,9.6,61.1,79.8,50.5,0.5885,0.6107,0,1
6306,Male,27,White,Christian,Asia,PhD,2.2,54.6,73.4,61.0,0.5865,0.4896,0,1
6307,Male,51,White,Unaffiliated,Europe,Bachelor,5.6,50.2,79.1,60.1,0.4532,0.4172,0,0
6308,Male,27,White,Christian,North America,High School,8.0,55.8,40.5,55.6,0.2949,0.2683,0,0
6309,Female,39,Black,Christian,Europe,PhD,5.5,79.6,71.0,60.8,0.6702,0.4246,1,0
6310,Female,24,White,Christian,Asia,High School,6.8,60.0,49.3,55.0,0.3177,0.2413,0,0
6311,Male,41,Asian,Christian,South America,PhD,18.9,76.2,66.7,59.3,0.7664,0.6017,1,1
6312,Female,47,Asian,Christian,Asia,Bachelor,2.7,98.8,85.7,79.5,0.5891,0.3769,0,0
6313,Female,27,White,Unaffiliated,Asia,Bachelor,2.9,79.9,96.7,66.3,0.5576,0.4145,0,0
6314,Male,31,White,Muslim,Asia,High School,6.7,50.7,61.6,78.9,0.357,0.2494,0,0
6315,Male,30,Asian,Buddhist,Europe,Master,3.2,64.9,94.8,42.9,0.5724,0.4959,0,1
6316,Female,35,Hispanic,Jewish,Europe,Bachelor,7.2,68.1,81.6,73.8,0.5351,0.367,0,0
6317,Female,42,Black,Hindu,Asia,Master,3.0,73.8,66.9,69.4,0.5503,0.3189,0,0
6318,Female,26,Hispanic,Unaffiliated,Asia,Bachelor,3.0,75.0,70.8,62.0,0.4712,0.2765,0,0
6319,Female,43,White,Unaffiliated,Asia,Bachelor,2.7,79.6,50.7,66.8,0.4316,0.317,0,0
6320,Male,35,White,Christian,Europe,High School,7.3,73.9,54.7,61.8,0.3793,0.4024,0,0
6321,Female,48,White,Unaffiliated,South America,Bachelor,3.1,71.3,68.0,75.2,0.4719,0.3265,0,0
6322,Female,36,White,Muslim,Asia,Master,5.6,67.3,58.2,78.9,0.5456,0.3282,0,0
6323,Female,21,White,Christian,North America,High School,4.6,52.9,63.1,72.9,0.3405,0.2869,0,0
6324,Male,40,White,Muslim,North America,Master,2.9,74.7,69.2,97.3,0.5926,0.4785,0,1
6325,Male,33,Asian,Christian,North America,Master,9.4,76.0,46.7,80.1,0.5709,0.5032,0,1
6326,Male,30,Black,Muslim,Europe,Bachelor,3.3,63.1,98.1,76.4,0.5363,0.3291,0,0
6327,Female,38,White,Buddhist,North America,Master,2.6,61.5,47.3,67.5,0.4612,0.3572,0,0
6328,Male,25,White,Christian,North America,Master,2.3,60.7,71.9,75.8,0.5334,0.5588,0,1
6329,Male,31,Black,Christian,Africa,PhD,3.7,52.1,65.2,66.3,0.578,0.3593,0,0
6330,Male,27,White,Unaffiliated,Africa,Master,9.3,60.5,66.7,84.6,0.5915,0.4602,0,0
6331,Male,39,Hispanic,Christian,Oceania,Bachelor,2.9,100.0,60.6,90.2,0.5394,0.431,0,0
6332,Female,29,Hispanic,Christian,North America,High School,3.9,78.3,94.1,86.6,0.4975,0.3535,0,0
6333,Female,34,White,Unaffiliated,Asia,Master,2.1,90.7,67.5,75.3,0.5929,0.4509,0,0
6334,Female,34,White,Unaffiliated,Europe,Bachelor,1.8,72.7,92.3,67.4,0.5197,0.4768,0,0
6335,Male,37,Hispanic,Christian,Africa,Bachelor,3.2,72.3,39.3,67.5,0.3881,0.2765,0,0
6336,Female,28,White,Christian,South America,High School,2.6,80.4,91.7,40.4,0.4271,0.3177,0,0
6337,Male,45,White,Unaffiliated,Asia,Bachelor,1.5,78.5,63.3,78.3,0.4667,0.3152,0,0
6338,Male,43,White,Christian,Africa,Bachelor,7.5,74.5,72.0,60.9,0.5115,0.3901,0,0
6339,Male,51,Asian,Muslim,North America,Master,0.9,63.2,71.7,77.8,0.5292,0.332,0,0
6340,Male,23,White,Christian,North America,Bachelor,3.9,85.9,26.3,89.8,0.4205,0.4062,0,0
6341,Male,34,Asian,Jewish,Asia,High School,10.2,52.4,67.7,68.1,0.395,0.3024,0,0
6342,Female,21,White,Christian,Africa,Bachelor,5.8,64.4,65.6,69.0,0.4645,0.2932,0,0
6343,Female,21,White,Muslim,North America,Master,3.1,68.3,54.3,71.3,0.506,0.3286,0,0
6344,Female,40,Hispanic,Christian,Europe,Bachelor,3.3,41.8,71.4,79.4,0.4156,0.2955,0,0
6345,Male,31,White,Christian,North America,Master,10.5,56.9,63.1,66.6,0.5611,0.5967,0,1
6346,Male,23,White,Christian,Asia,Bachelor,4.4,67.0,64.3,56.6,0.4396,0.3635,0,0
6347,Male,40,White,Christian,Africa,Bachelor,5.9,73.6,72.3,68.9,0.506,0.4095,0,0
6348,Non-Binary,36,White,Unaffiliated,Asia,Bachelor,1.6,86.3,72.8,74.6,0.5077,0.3863,0,0
6349,Female,21,White,Unaffiliated,Africa,Bachelor,4.5,57.5,80.0,51.3,0.4529,0.2928,0,0
6350,Female,44,Hispanic,Jewish,North America,Master,2.8,49.4,85.6,55.3,0.5214,0.3626,0,0
6351,Male,33,Hispanic,Muslim,Asia,Master,3.6,75.6,68.3,68.6,0.5628,0.3119,0,0
6352,Female,27,Other,Christian,Europe,Bachelor,0.7,87.8,65.0,81.0,0.4904,0.3638,0,0
6353,Male,21,Hispanic,Christian,South America,Bachelor,8.1,54.7,85.8,73.8,0.5215,0.3464,0,0
6354,Female,37,Hispanic,Christian,Asia,Master,6.6,63.6,53.8,50.7,0.4982,0.3221,0,0
6355,Female,28,Hispanic,Jewish,Europe,Bachelor,4.8,84.3,56.1,80.4,0.4932,0.3387,0,0
6356,Non-Binary,31,Asian,Christian,Asia,Bachelor,0.9,67.2,56.8,96.4,0.4387,0.3092,0,0
6357,Female,33,White,Unaffiliated,Africa,Master,2.3,80.6,77.2,60.9,0.578,0.402,0,0
6358,Male,38,White,Buddhist,Oceania,Bachelor,12.2,89.4,55.8,75.0,0.5634,0.5293,0,1
6359,Female,35,Hispanic,Unaffiliated,North America,PhD,2.4,75.8,70.9,45.8,0.6146,0.4337,1,0
6360,Female,48,White,Muslim,Asia,Master,3.2,64.2,66.9,73.0,0.5329,0.2684,0,0
6361,Male,21,Asian,Muslim,Africa,Master,6.4,79.2,94.5,78.3,0.6791,0.3952,1,0
6362,Male,27,White,Christian,North America,Bachelor,1.4,91.1,66.2,68.6,0.4925,0.4975,0,1
6363,Male,43,White,Muslim,North America,Master,3.1,71.6,61.5,55.4,0.5137,0.4288,0,0
6364,Male,53,Hispanic,Unaffiliated,Asia,Bachelor,3.5,83.2,60.6,69.0,0.4769,0.2948,0,0
6365,Male,44,White,Christian,Europe,Bachelor,2.2,74.5,57.6,72.4,0.4403,0.4565,0,0
6366,Female,38,Other,Christian,Europe,Bachelor,5.1,72.3,89.7,74.7,0.5499,0.4271,0,0
6367,Male,41,Other,Christian,Asia,PhD,2.2,68.1,82.5,68.8,0.6539,0.4684,1,0
6368,Male,41,Black,Unaffiliated,Asia,Bachelor,5.6,74.6,62.7,77.3,0.4903,0.3146,0,0
6369,Female,27,White,Christian,North America,Bachelor,6.7,70.8,72.6,56.8,0.4918,0.4366,0,0
6370,Female,39,White,Buddhist,North America,Master,3.5,72.2,77.1,71.2,0.5805,0.4945,0,1
6371,Female,23,White,Christian,Asia,Bachelor,1.5,63.3,73.0,63.6,0.4372,0.3291,0,0
6372,Male,34,Asian,Unaffiliated,Asia,Bachelor,2.1,49.1,83.0,77.3,0.4517,0.3368,0,0
6373,Female,28,White,Muslim,Asia,Master,10.3,85.2,82.6,80.8,0.6992,0.411,1,0
6374,Female,37,White,Christian,South America,Master,6.0,50.3,45.4,68.6,0.4599,0.3522,0,0
6375,Male,27,White,Hindu,Asia,High School,3.0,57.8,62.3,48.4,0.3057,0.2401,0,0
6376,Male,33,White,Unaffiliated,Africa,High School,6.5,56.6,61.0,65.5,0.3514,0.2918,0,0
6377,Female,22,Asian,Muslim,North America,Master,5.5,61.0,74.4,81.3,0.576,0.3313,0,0
6378,Female,29,White,Hindu,Europe,Bachelor,4.8,92.4,71.8,75.7,0.5496,0.4506,0,0
6379,Non-Binary,44,White,Christian,South America,Bachelor,3.3,81.1,76.6,61.3,0.5036,0.407,0,0
6380,Female,21,Hispanic,Unaffiliated,North America,Master,10.1,66.9,65.5,74.1,0.598,0.4021,1,0
6381,Female,33,Hispanic,Christian,Europe,Master,6.1,90.6,100.0,65.2,0.703,0.5075,1,1
6382,Female,47,Hispanic,Christian,Europe,Master,6.1,82.3,75.2,84.2,0.6394,0.3986,1,0
6383,Male,41,Hispanic,Christian,Oceania,High School,1.7,78.3,50.2,65.8,0.3336,0.2617,0,0
6384,Male,33,White,Christian,Asia,Bachelor,5.1,80.1,88.8,66.5,0.5564,0.5017,0,1
6385,Male,40,White,Christian,North America,Bachelor,5.6,97.4,73.4,56.2,0.5489,0.5501,0,1
6386,Female,25,Other,Muslim,Oceania,Master,1.9,74.4,78.8,51.3,0.5516,0.3686,0,0
6387,Female,40,Other,Muslim,Asia,Bachelor,1.7,82.2,87.7,72.6,0.5363,0.2256,0,0
6388,Female,45,Black,Christian,Oceania,Master,2.8,100.0,49.7,61.5,0.5566,0.2986,0,0
6389,Male,35,Hispanic,Christian,Africa,Master,17.0,81.8,38.6,64.9,0.6113,0.4074,1,0
6390,Female,43,Other,Buddhist,Asia,PhD,4.2,80.5,70.5,91.9,0.6985,0.4207,1,0
6391,Male,22,White,Buddhist,Asia,Bachelor,4.0,43.4,94.9,75.7,0.4845,0.3455,0,0
6392,Male,21,White,Christian,Asia,Bachelor,3.9,80.6,75.5,70.0,0.5155,0.4284,0,0
6393,Female,40,Black,Muslim,Asia,Master,1.3,67.9,70.1,69.1,0.5291,0.2337,0,0
6394,Female,57,Other,Christian,North America,Master,3.8,69.4,59.6,60.4,0.5156,0.3548,0,0
6395,Non-Binary,33,Hispanic,Buddhist,South America,High School,9.7,79.7,57.7,80.0,0.4455,0.2932,0,0
6396,Male,41,Hispanic,Unaffiliated,North America,Master,6.6,82.3,84.6,72.7,0.6548,0.5399,1,1
6397,Female,21,White,Christian,North America,Master,3.1,87.6,68.5,76.8,0.5986,0.5007,1,1
6398,Male,39,White,Buddhist,Asia,Bachelor,6.4,76.3,68.2,91.0,0.5335,0.4463,0,0
6399,Male,28,White,Christian,Europe,Bachelor,1.9,92.3,64.0,86.1,0.5157,0.5352,0,1
6400,Female,53,Other,Christian,North America,Bachelor,3.0,80.1,70.8,80.4,0.5067,0.3497,0,0
6401,Female,40,White,Muslim,Europe,Bachelor,3.5,93.0,68.3,60.9,0.5117,0.3744,0,0
6402,Female,33,White,Christian,North America,Bachelor,3.5,76.0,84.2,51.0,0.5005,0.4578,0,0
6403,Male,27,Other,Jewish,South America,Bachelor,5.0,73.1,60.1,94.2,0.4954,0.3425,0,0
6404,Female,45,White,Jewish,Africa,Bachelor,4.2,88.9,83.4,68.0,0.5574,0.3447,0,0
6405,Male,46,Asian,Unaffiliated,Asia,PhD,1.7,73.7,44.6,77.6,0.5719,0.3999,0,0
6406,Female,24,White,Christian,Asia,Bachelor,6.7,57.0,25.2,55.6,0.3285,0.2095,0,0
6407,Male,44,White,Muslim,Asia,Master,4.3,64.6,63.8,61.1,0.5204,0.3846,0,0
6408,Male,43,Black,Christian,North America,Bachelor,8.7,74.3,79.6,57.1,0.5373,0.4305,0,0
6409,Female,35,Other,Christian,Asia,Bachelor,8.7,78.0,52.7,51.2,0.4664,0.2643,0,0
6410,Female,41,White,Hindu,North America,Bachelor,0.9,63.4,67.6,61.8,0.4153,0.3401,0,0
6411,Male,38,Asian,Buddhist,Asia,Master,9.4,55.7,84.4,61.4,0.5995,0.4311,1,0
6412,Male,22,White,Christian,North America,PhD,4.0,56.2,82.0,51.1,0.6171,0.6199,1,1
6413,Female,36,White,Unaffiliated,Asia,High School,3.5,64.7,94.1,78.0,0.4498,0.3242,0,0
6414,Male,31,White,Hindu,North America,Bachelor,2.6,66.8,75.5,52.3,0.4481,0.4159,0,0
6415,Male,22,Asian,Buddhist,Oceania,Master,8.7,63.4,63.8,62.9,0.5585,0.4434,0,0
6416,Male,25,White,Unaffiliated,Europe,Bachelor,4.4,60.8,55.0,61.1,0.4048,0.3922,0,0
6417,Male,21,White,Muslim,North America,Bachelor,4.2,100.0,69.0,68.3,0.5462,0.4285,0,0
6418,Female,21,Hispanic,Christian,Africa,Bachelor,2.5,45.1,71.8,72.5,0.4091,0.2433,0,0
6419,Female,27,White,Buddhist,Asia,Bachelor,1.7,70.2,65.6,80.5,0.457,0.327,0,0
6420,Female,44,White,Unaffiliated,Asia,Master,7.2,80.2,61.0,72.7,0.5912,0.4467,0,0
6421,Non-Binary,21,White,Christian,Oceania,Master,2.3,78.2,84.3,70.8,0.6036,0.558,1,1
6422,Male,21,Black,Christian,Africa,Bachelor,6.4,73.6,45.7,91.2,0.4664,0.2861,0,0
6423,Male,52,White,Christian,Asia,Master,1.0,84.4,44.2,94.6,0.5289,0.4269,0,0
6424,Male,23,Asian,Christian,Asia,Bachelor,1.7,83.9,57.8,78.2,0.4667,0.3404,0,0
6425,Male,33,White,Unaffiliated,North America,Bachelor,5.6,96.5,76.8,58.2,0.5584,0.5467,0,1
6426,Male,38,White,Christian,South America,High School,2.3,93.4,80.0,80.4,0.4747,0.4225,0,0
6427,Female,31,Hispanic,Buddhist,Europe,Master,11.8,42.8,75.7,52.8,0.5547,0.3704,0,0
6428,Female,32,White,Unaffiliated,Asia,Bachelor,2.0,72.1,77.9,58.3,0.4698,0.3592,0,0
6429,Male,24,Asian,Buddhist,North America,Bachelor,2.4,65.7,69.2,70.3,0.4491,0.3639,0,0
6430,Female,26,White,Christian,Asia,Bachelor,3.6,86.8,68.8,45.6,0.4796,0.3829,0,0
6431,Female,36,White,Hindu,Asia,PhD,3.7,68.0,91.9,72.0,0.6963,0.5092,1,1
6432,Female,21,White,Unaffiliated,Asia,Master,2.8,80.4,57.5,66.5,0.5357,0.4298,0,0
6433,Female,47,White,Christian,North America,Master,3.1,80.3,36.4,61.3,0.4747,0.3889,0,0
6434,Female,21,White,Christian,Europe,Bachelor,8.3,82.6,96.4,86.2,0.6359,0.5472,1,1
6435,Female,35,White,Unaffiliated,Europe,Bachelor,7.2,52.7,60.9,66.2,0.4319,0.3691,0,0
6436,Female,22,White,Hindu,Europe,Master,1.2,73.7,74.7,67.8,0.5532,0.4371,0,0
6437,Female,37,White,Hindu,Europe,PhD,1.8,87.8,75.3,97.3,0.7149,0.5703,1,1
6438,Male,23,White,Unaffiliated,Africa,Bachelor,15.8,75.4,60.0,69.0,0.5645,0.478,0,1
6439,Male,38,White,Jewish,Asia,Bachelor,15.1,62.1,62.9,65.2,0.5288,0.4323,0,0
6440,Female,41,White,Christian,Asia,Master,0.8,53.4,84.0,62.6,0.5184,0.4079,0,0
6441,Male,42,White,Christian,Asia,High School,6.1,68.1,57.2,71.1,0.3729,0.3139,0,0
6442,Male,28,Black,Christian,Asia,Master,5.5,77.6,99.4,75.2,0.6766,0.4386,1,0
6443,Female,48,Hispanic,Christian,Asia,Bachelor,4.9,71.2,93.7,74.3,0.5558,0.3047,0,0
6444,Male,33,Black,Christian,South America,Bachelor,9.8,59.7,50.7,89.6,0.4737,0.3283,0,0
6445,Female,32,White,Christian,Asia,Bachelor,3.1,66.5,70.7,52.7,0.4393,0.3569,0,0
6446,Female,38,White,Unaffiliated,Asia,Master,7.7,79.6,72.6,52.2,0.5999,0.4366,1,0
6447,Non-Binary,21,White,Christian,North America,Bachelor,5.4,57.4,80.9,67.3,0.483,0.4269,0,0
6448,Male,30,Asian,Muslim,Asia,Master,2.5,45.8,84.4,74.6,0.5308,0.3372,0,0
6449,Male,36,White,Jewish,Asia,High School,4.5,48.2,82.9,74.1,0.383,0.2979,0,0
6450,Female,27,White,Jewish,North America,Bachelor,7.1,66.6,87.6,81.7,0.5566,0.5003,0,1
6451,Female,32,White,Hindu,South America,Bachelor,5.8,65.7,67.2,70.4,0.4738,0.373,0,0
6452,Non-Binary,49,Asian,Christian,Asia,High School,3.1,92.9,93.0,65.3,0.4968,0.3475,0,0
6453,Male,24,Hispanic,Unaffiliated,Asia,Master,5.0,53.5,57.1,69.8,0.4921,0.3379,0,0
6454,Male,41,White,Christian,Africa,PhD,5.3,72.9,78.5,49.1,0.6576,0.5195,1,1
6455,Female,26,White,Jewish,Asia,PhD,2.3,54.4,51.7,67.0,0.5357,0.3655,0,0
6456,Male,33,Asian,Unaffiliated,North America,Bachelor,2.6,72.0,85.1,64.5,0.502,0.4361,0,0
6457,Female,38,White,Christian,Asia,Bachelor,6.8,71.1,70.0,75.5,0.5098,0.3676,0,0
6458,Male,41,White,Unaffiliated,Africa,Bachelor,9.8,50.8,88.5,100.0,0.5669,0.4546,0,0
6459,Male,36,Hispanic,Jewish,Europe,Bachelor,6.8,71.4,58.4,50.3,0.4477,0.3185,0,0
6460,Male,40,White,Hindu,Asia,Bachelor,7.1,66.8,67.6,78.7,0.4994,0.4176,0,0
6461,Male,31,White,Christian,South America,Bachelor,11.7,58.9,67.1,71.7,0.5104,0.4612,0,0
6462,Female,28,White,Unaffiliated,Europe,Bachelor,2.2,68.4,57.5,70.2,0.4222,0.3633,0,0
6463,Female,43,Asian,Christian,Africa,Bachelor,15.8,80.8,53.7,73.6,0.5665,0.3652,0,0
6464,Male,21,White,Christian,Europe,Master,1.4,89.5,62.8,70.6,0.5652,0.551,0,1
6465,Female,28,Hispanic,Jewish,North America,Master,3.8,57.8,77.0,87.2,0.5675,0.3676,0,0
6466,Male,30,Black,Buddhist,Europe,High School,13.9,100.0,62.2,69.2,0.5311,0.3729,0,0
6467,Female,34,Asian,Christian,Asia,PhD,4.6,75.2,81.4,90.7,0.7169,0.5157,1,1
6468,Male,42,Asian,Christian,Asia,Master,4.3,58.4,64.0,89.4,0.541,0.4396,0,0
6469,Female,35,White,Buddhist,North America,High School,3.5,79.3,72.8,74.8,0.4242,0.3518,0,0
6470,Female,30,White,Christian,Asia,High School,2.7,51.4,77.9,69.0,0.3551,0.2986,0,0
6471,Female,41,Black,Christian,Oceania,PhD,4.7,72.1,88.5,86.4,0.724,0.4817,1,1
6472,Female,35,Black,Christian,South America,Master,3.5,79.3,59.9,70.4,0.5505,0.3133,0,0
6473,Female,34,White,Hindu,Asia,High School,4.6,79.3,77.2,56.6,0.4231,0.2728,0,0
6474,Non-Binary,49,Hispanic,Muslim,North America,Bachelor,4.3,69.6,65.0,66.3,0.4591,0.2343,0,0
6475,Female,42,White,Unaffiliated,North America,Master,4.0,93.9,81.5,66.1,0.6438,0.556,1,1
6476,Female,59,White,Christian,North America,Master,0.8,88.8,70.2,97.0,0.6111,0.4931,1,1
6477,Female,21,Black,Unaffiliated,Europe,Bachelor,8.5,72.5,59.3,80.4,0.5054,0.2954,0,0
6478,Male,45,White,Unaffiliated,North America,Bachelor,6.0,78.1,87.1,67.0,0.5555,0.467,0,0
6479,Female,47,White,Christian,North America,Master,8.6,73.3,55.0,55.0,0.5483,0.4194,0,0
6480,Male,26,Other,Christian,Europe,Master,13.2,77.7,63.8,69.2,0.6411,0.5572,1,1
6481,Female,31,Black,Unaffiliated,Asia,High School,3.9,67.2,46.6,58.6,0.307,0.1797,0,0
